	city	neighborhood	price	house type	house_area	garden_area	rooms	balconies	air_condition	parking	protected_room	elevator	sun_balcony	renovated	furniture	accessibility	bars	storage
13880	Ashdod	רובע ג	1200005.0	apartment	83.0	0.0	3.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0
13881	Ashdod	רובע ח	2100000.0	apartment	138.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
13882	Ashdod	רובע ה	3890000.0	penthouse	316.0	0.0	6.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
13883	Ashdod	רובע טו	1815000.0	apartment	115.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
13884	Ashdod	רובע א	1690000.0	apartment	120.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
13885	Ashdod	רובע ג	1700000.0	apartment	138.0	0.0	5.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0
13886	Ashdod	רובע ח	1590000.0	apartment	120.0	0.0	5.0	2.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
13887	Ashdod	מרינה	2690000.0	apartment	150.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13888	Ashdod	רובע ו	1150000.0	apartment	85.0	0.0	3.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
13889	Ashdod	רובע ד	2450000.0	apartment	150.0	0.0	4.5	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
13890	Ashdod	רובע ד	1560000.0	apartment	105.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
13891	Ashdod	רובע ט	1800000.0	garden apartment	80.0	60.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
13892	Ashdod	רובע יג	1450000.0	apartment	82.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
13893	Ashdod	רובע ב	1180000.0	apartment	73.0	0.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0
13894	Ashdod	רובע א	1590000.0	apartment	100.0	0.0	4.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0
13895	Ashdod	רובע יא	2000000.0	apartment	138.0	0.0	4.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
13896	Ashdod	סיטי	1900000.0	apartment	139.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0
13897	Ashdod	רובע ט	1650000.0	apartment	104.0	0.0	4.5	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
13898	Ashdod	רובע א	1570000.0	apartment	100.0	0.0	4.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
13899	Ashdod	רובע ח	1620000.0	apartment	108.0	0.0	3.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
13900	Ashdod	רובע ט	3850000.0	private house	400.0	180.0	6.0	3.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
13901	Ashdod	רובע ט	1390000.0	apartment	107.0	0.0	4.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
13902	Ashdod	רובע ח	1500000.0	garden apartment	85.0	115.0	3.5	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
13903	Ashdod	רובע טז	2050000.0	apartment	139.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
13904	Ashdod	רובע יג	1820000.0	apartment	147.0	0.0	5.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
13905	Ashdod	רובע א	3600000.0	private house	240.0	80.0	6.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0
13906	Ashdod	הקריה	3100000.0	apartment	180.0	0.0	5.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0
13907	Ashdod	רובע יא	1620000.0	apartment	120.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
13908	Ashdod	רובע יא	3890000.0	private house	565.0	250.0	10.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0
13909	Ashdod	רובע יב	2470000.0	garden apartment	276.0	120.0	4.0	2.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
13910	Ashdod	רובע א	1230000.0	apartment	80.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
13911	Ashdod	רובע ח	1580000.0	apartment	115.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
13912	Ashdod	הקריה	4600000.0	garden apartment	440.0	240.0	6.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
13913	Ashdod	רובע טו	2600000.0	duplex	172.0	0.0	5.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
13914	Ashdod	סיטי	2900000.0	apartment	200.0	0.0	5.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0
13915	Ashdod	סיטי	1850000.0	apartment	130.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
13916	Ashdod	רובע יג	1450000.0	apartment	100.0	0.0	4.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
13917	Ashdod	רובע ט	1150000.0	apartment	85.0	0.0	3.5	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0
13918	Ashdod	רובע א	1470000.0	apartment	110.0	0.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
13919	Ashdod	סיטי	1700000.0	apartment	120.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
13920	Ashdod	סיטי	2090000.0	apartment	131.0	0.0	5.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
13921	Ashdod	רובע ג	1225000.0	apartment	76.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
13922	Ashdod	רובע יא	1640000.0	apartment	117.0	0.0	4.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
13923	Ashdod	רובע יב	2350000.0	apartment	150.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
13924	Ashdod	רובע ד	1620000.0	apartment	120.0	0.0	4.5	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
13925	Ashdod	רובע יג	1320000.0	apartment	75.0	0.0	3.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0
13926	Ashdod	סיטי	2690000.0	garden apartment	280.0	120.0	4.5	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
13927	Ashdod	הקריה	2399999.0	apartment	226.0	0.0	4.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
13928	Ashdod	רובע יג	1320000.0	apartment	78.0	0.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
13929	Ashdod	רובע יב	2090000.0	apartment	162.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
13930	Ashdod	רובע יא	4500000.0	penthouse	300.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
13931	Ashdod	סיטי	1450000.0	apartment	97.0	0.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
13932	Ashdod	רובע יב	2200000.0	apartment	150.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
13933	Ashdod	רובע יב	2085000.0	apartment	135.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
13934	Ashdod	רובע יב	2650000.0	apartment	170.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
13935	Ashdod	סיטי	1590000.0	apartment	90.0	0.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
13936	Ashdod	רובע טז	2200000.0	apartment	167.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
13937	Ashdod	רובע ט	1270000.0	apartment	78.0	0.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
13938	Ashdod	רובע טז	3190000.0	penthouse	195.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
13939	Ashdod	רובע יג	2430000.0	garden apartment	240.0	140.0	4.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0
13940	Ashdod	רובע י	1490000.0	apartment	100.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
13941	Ashdod	רובע י	2100000.0	garden apartment	120.0	250.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13942	Ashdod	רובע יא	1649999.0	apartment	115.0	0.0	4.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
13943	Ashdod	רובע ד	1790000.0	apartment	120.0	0.0	4.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
13944	Ashdod	רובע א	1300000.0	apartment	75.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13945	Ashdod	סיטי	2100000.0	apartment	150.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
13946	Ashdod	רובע יא	3390000.0	garden apartment	119.0	95.0	4.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
13947	Ashdod	רובע א	4000000.0	apartment	245.0	0.0	6.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
13948	Ashdod	רובע ט	1550000.0	apartment	104.0	0.0	4.5	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13949	Ashdod	רובע א	1650000.0	apartment	120.0	0.0	4.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
13950	Ashdod	רובע ד	1450000.0	apartment	130.0	0.0	4.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
13951	Ashdod	רובע א	1990000.0	garden apartment	115.0	80.0	4.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
13952	Ashdod	רובע א	1350000.0	apartment	88.0	0.0	3.5	2.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
13953	Ashdod	רובע ב	1760000.0	penthouse	94.0	0.0	4.0	2.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
13954	Ashdod	רובע ב	1490000.0	apartment	106.0	0.0	4.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
13955	Ashdod	רובע ב	1430000.0	apartment	95.0	0.0	4.0	2.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
13956	Ashdod	סיטי	1860000.0	apartment	110.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
13957	Ashdod	רובע יז	7790000.0	private house	436.0	344.0	6.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
13958	Ashdod	רובע יא	1350000.0	apartment	87.0	0.0	3.5	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
13959	Ashdod	רובע א	5100000.0	apartment	256.0	0.0	5.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13960	Ashdod	רובע ד	5300000.0	private house	600.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13961	Ashdod	הקריה	2750000.0	apartment	140.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
13962	Ashdod	סיטי	3490000.0	garden apartment	280.0	130.0	5.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
13963	Ashdod	רובע א	1710000.0	apartment	120.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13964	Ashdod	רובע ד	1750000.0	apartment	135.0	0.0	5.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
13965	Ashdod	רובע א	2750000.0	apartment	140.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
13966	Ashdod	מרינה	3300000.0	apartment	180.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0
13967	Ashdod	רובע ד	1730000.0	apartment	110.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
13968	Ashdod	הקריה	2850000.0	apartment	175.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
13969	Ashdod	רובע ט	2950000.0	private house	260.0	100.0	6.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
13970	Ashdod	רובע טו	1980000.0	apartment	145.0	0.0	4.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0
13971	Ashdod	רובע יא	7550000.0	private house	400.0	250.0	6.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0
13972	Ashdod	רובע יב	2490000.0	apartment	168.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
13973	Ashdod	אין	1559000.0	apartment	120.0	0.0	4.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0
13974	Ashdod	אין	4726000.0	duplex	310.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
13975	Ashdod	רובע יא	1880000.0	apartment	129.0	0.0	4.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
13976	Ashdod	סיטי	2220000.0	duplex	140.0	0.0	5.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
13977	Ashdod	רובע ח	1540000.0	apartment	107.0	0.0	4.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
13978	Ashdod	רובע טז	2260000.0	apartment	140.0	0.0	4.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
13979	Ashdod	רובע יג	1580000.0	apartment	112.0	0.0	4.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
13980	Ashdod	רובע א	1590000.0	apartment	105.0	0.0	4.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
13981	Ashdod	רובע יב	1850000.0	apartment	120.0	0.0	4.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
13982	Ashdod	רובע יב	2090000.0	apartment	131.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
13983	Ashdod	רובע ג	1700000.0	apartment	93.0	0.0	3.5	2.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0
13984	Ashdod	רובע טו	4300000.0	daul faimly	325.0	0.0	6.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
13985	Ashdod	רובע א	1400000.0	apartment	90.0	0.0	4.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
13986	Ashdod	סיטי	2200000.0	apartment	170.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
13987	Ashdod	רובע יא	4690000.0	private house	450.0	0.0	5.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0
13988	Ashdod	רובע א	1020000.0	apartment	50.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13989	Ashdod	רובע יא	8750000.0	private house	420.0	250.0	9.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
13990	Ashdod	רובע י	1390000.0	apartment	90.0	0.0	3.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
13991	Ashdod	רובע יב	1900000.0	apartment	115.0	0.0	3.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
13992	Ashdod	מרינה	9000000.0	penthouse	390.0	0.0	5.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
13993	Ashdod	סיטי	2400000.0	apartment	160.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
13994	Ashdod	רובע ג	1435000.0	duplex	133.0	0.0	5.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
13995	Ashdod	רובע א	3100000.0	penthouse	200.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
13996	Ashdod	רובע ה	2100000.0	apartment	164.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
13997	Ashdod	רובע יא	3900000.0	apartment	210.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
13998	Ashdod	רובע ח	1330000.0	apartment	85.0	0.0	3.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
13999	Ashdod	רובע ה	1450000.0	apartment	105.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
14000	Ashdod	סיטי	1890000.0	apartment	130.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0
14001	Ashdod	רובע א	2360000.0	duplex	240.0	0.0	6.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
14002	Ashdod	רובע יג	1350000.0	apartment	87.0	0.0	3.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0
14003	Ashdod	רובע ד	6500000.0	private house	630.0	630.0	10.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0
14004	Ashdod	רובע א	1999000.0	garden apartment	180.0	80.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14005	Ashdod	אין	1199000.0	garden apartment	152.0	0.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
14006	Ashdod	רובע יב	2130000.0	apartment	170.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
14007	Ashdod	רובע א	1240000.0	apartment	90.0	0.0	3.5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
14008	Ashdod	רובע ט	1300000.0	apartment	78.0	0.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
14009	Ashdod	רובע יא	2500000.0	apartment	165.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
14010	Ashdod	רובע א	2250000.0	apartment	120.0	0.0	4.0	2.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
14011	Ashdod	רובע טז	2050000.0	apartment	115.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
14012	Ashdod	רובע יא	1820000.0	apartment	133.0	0.0	4.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
14013	Ashdod	רובע יא	2750000.0	apartment	157.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
14014	Ashdod	רובע ד	1430000.0	apartment	114.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
14015	Ashdod	רובע ט	3290000.0	private house	280.0	90.0	6.5	2.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0
14016	Ashdod	רובע א	3800000.0	apartment	153.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
14017	Ashdod	רובע א	1650000.0	apartment	135.0	0.0	5.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
14018	Ashdod	רובע ד	1580000.0	apartment	110.0	0.0	4.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0
14019	Ashdod	רובע א	3000000.0	apartment	185.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0
14020	Ashdod	רובע טז	1960000.0	apartment	140.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
14021	Ashdod	אין	1625000.0	apartment	130.0	0.0	4.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
14022	Ashdod	רובע א	1520000.0	apartment	80.0	0.0	4.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
14023	Ashdod	רובע ה	1710000.0	apartment	108.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0
14024	Ashdod	רובע א	1700000.0	apartment	116.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
14025	Ashdod	רובע יב	2280000.0	apartment	148.0	0.0	4.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
14026	Ashdod	רובע א	1680000.0	apartment	121.0	0.0	5.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
14027	Ashdod	רובע ה	1150000.0	apartment	90.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0
14028	Ashdod	רובע י	1600000.0	garden apartment	82.0	70.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
14029	Ashdod	רובע ט	1250000.0	apartment	90.0	0.0	3.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
14030	Ashdod	רובע ה	1294998.0	apartment	75.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
14031	Ashdod	רובע יג	1510000.0	apartment	87.0	0.0	3.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
14032	Ashdod	רובע ד	1320000.0	apartment	73.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
14033	Ashdod	רובע ד	1640000.0	apartment	100.0	0.0	4.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
14034	Ashdod	סיטי	3190000.0	penthouse	186.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
14035	Ashdod	רובע י	2990000.0	apartment	136.0	0.0	5.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0
14036	Ashdod	רובע יג	1930000.0	apartment	116.0	0.0	5.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
14037	Ashdod	רובע טז	2180000.0	apartment	160.0	0.0	5.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
14038	Ashdod	הקריה	1980000.0	apartment	127.0	0.0	4.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
14039	Ashdod	מרינה	3500000.0	apartment	185.0	0.0	4.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
14040	Ashdod	רובע יב	2000000.0	apartment	130.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
14041	Ashdod	רובע ו	1400000.0	apartment	125.0	0.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
14042	Ashdod	רובע יב	2275000.0	apartment	160.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
14043	Ashdod	הקריה	1150000.0	apartment	55.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14044	Ashdod	רובע ב	970000.0	apartment	48.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14045	Ashdod	רובע א	1590000.0	apartment	120.0	0.0	4.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
14046	Ashdod	רובע ו	1500000.0	apartment	113.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
14047	Ashdod	רובע י	3199994.0	garden apartment	153.0	200.0	6.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
14048	Ashdod	רובע ג	1000070.0	apartment	51.0	0.0	2.5	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14049	Ashdod	רובע טז	2790000.0	apartment	185.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
14050	Ashdod	רובע א	1540000.0	apartment	106.0	0.0	4.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
14051	Ashdod	רובע ב	960000.0	apartment	54.0	0.0	2.5	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
