	city	neighborhood	price	house type	house_area	garden_area	rooms	balconies	air_condition	parking	protected_room	elevator	sun_balcony	renovated	furniture	accessibility	bars	storage
1989	Tel Aviv Jaffa	פלורנטין	2140000.0	apartment	58.0	0.0	2.0	2.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
1990	Tel Aviv Jaffa	יד אליהו	2740000.0	garden apartment	75.0	50.0	3.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
1991	Tel Aviv Jaffa	לב תל אביב החלק הצפוני	3650000.0	apartment	75.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1992	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	5900000.0	garden apartment	201.0	125.0	3.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0
1993	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	4300000.0	apartment	73.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1994	Tel Aviv Jaffa	אזורי חן	8600000.0	penthouse	220.0	0.0	6.5	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1995	Tel Aviv Jaffa	רמת אביב ג	3700000.0	apartment	95.0	0.0	4.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
1996	Tel Aviv Jaffa	התקווה	1370000.0	apartment	56.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1997	Tel Aviv Jaffa	לב תל אביב החלק הצפוני	3500000.0	apartment	78.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
1998	Tel Aviv Jaffa	הצפון הישן החלק המרכזי	4000000.0	apartment	85.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
1999	Tel Aviv Jaffa	הקריה	14500000.0	penthouse	314.0	0.0	5.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
2000	Tel Aviv Jaffa	רמת אביב ג	4900000.0	apartment	105.0	0.0	4.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0
2001	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	14500000.0	penthouse	240.0	0.0	3.5	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
2002	Tel Aviv Jaffa	הדר יוסף	2700000.0	garden apartment	80.0	30.0	2.5	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
2003	Tel Aviv Jaffa	לב תל אביב החלק הצפוני	3390000.0	apartment	60.0	0.0	3.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0
2004	Tel Aviv Jaffa	הצפון הישן החלק המרכזי	5900000.0	apartment	103.0	16.0	3.5	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0
2005	Tel Aviv Jaffa	אזורי חן	4650000.0	apartment	120.0	0.0	5.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0
2006	Tel Aviv Jaffa	לב תל אביב החלק הצפוני	7790000.0	apartment	150.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
2007	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	3800000.0	apartment	65.0	0.0	3.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
2008	Tel Aviv Jaffa	נוה אביבים	3990000.0	apartment	100.0	0.0	4.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
2009	Tel Aviv Jaffa	לב תל אביב החלק הצפוני	4350000.0	apartment	90.0	0.0	3.5	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
2010	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	2649994.0	apartment	60.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
2011	Tel Aviv Jaffa	הצפון הישן החלק הדרום מערבי	7100000.0	apartment	90.0	0.0	3.5	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
2012	Tel Aviv Jaffa	אין	3650000.0	apartment	110.0	0.0	5.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
2013	Tel Aviv Jaffa	נוה שאנן	2275000.0	apartment	50.0	0.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
2014	Tel Aviv Jaffa	לב תל אביב החלק הצפוני	3800000.0	apartment	68.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
2015	Tel Aviv Jaffa	נוה אביבים	3600000.0	apartment	115.0	0.0	4.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0
2016	Tel Aviv Jaffa	לב תל אביב החלק הצפוני	10000000.0	penthouse	155.0	0.0	5.5	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
2017	Tel Aviv Jaffa	הצפון הישן החלק הצפוני	3439000.0	apartment	63.0	0.0	2.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
2018	Tel Aviv Jaffa	הצפון הישן החלק הדרום מזרחי	4200000.0	apartment	108.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2019	Tel Aviv Jaffa	פלורנטין	4860000.0	apartment	114.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
2020	Tel Aviv Jaffa	לב תל אביב החלק הצפוני	3790000.0	apartment	70.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
2021	Tel Aviv Jaffa	הגוש הגדול	3900000.0	apartment	120.0	0.0	5.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0
2022	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	9700000.0	penthouse	172.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
2023	Tel Aviv Jaffa	הצפון הישן החלק הצפוני	3550000.0	apartment	67.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
2024	Tel Aviv Jaffa	לב תל אביב החלק הצפוני	8900000.0	garden apartment	130.0	60.0	4.0	2.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
2025	Tel Aviv Jaffa	אין	1850000.0	apartment	80.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
2026	Tel Aviv Jaffa	לב תל אביב החלק הדרומי	3500000.0	apartment	48.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
2027	Tel Aviv Jaffa	אין	7700000.0	daul faimly	340.0	0.0	6.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
2028	Tel Aviv Jaffa	לב תל אביב החלק הצפוני	6450000.0	garden apartment	140.0	40.0	3.5	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0
2029	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	4900000.0	apartment	98.0	0.0	3.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
2030	Tel Aviv Jaffa	לב תל אביב החלק הצפוני	4500000.0	apartment	80.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
2031	Tel Aviv Jaffa	לב תל אביב החלק הצפוני	3390000.0	apartment	69.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
2032	Tel Aviv Jaffa	לב תל אביב החלק הצפוני	6700000.0	apartment	116.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
2033	Tel Aviv Jaffa	אזורי חן	5690000.0	apartment	145.0	0.0	3.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
2034	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	5450000.0	duplex	211.0	0.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
2035	Tel Aviv Jaffa	אין	5690000.0	private house	250.0	0.0	7.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0
2036	Tel Aviv Jaffa	התקווה	1899000.0	private house	150.0	90.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
2037	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	4350000.0	apartment	153.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
2038	Tel Aviv Jaffa	לב תל אביב החלק הצפוני	5650000.0	apartment	119.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
2039	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	4000000.0	apartment	79.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2040	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	5600000.0	apartment	100.0	0.0	4.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
2041	Tel Aviv Jaffa	אין	3290000.0	apartment	57.0	0.0	3.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
2042	Tel Aviv Jaffa	לב תל אביב החלק הצפוני	5950000.0	apartment	88.0	0.0	4.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0
2043	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	6950000.0	penthouse	140.0	0.0	5.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
2044	Tel Aviv Jaffa	אין	4100000.0	apartment	80.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
2045	Tel Aviv Jaffa	לב תל אביב החלק הצפוני	3200000.0	apartment	70.0	0.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
2046	Tel Aviv Jaffa	הצפון הישן החלק הדרום מזרחי	3390000.0	apartment	63.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
2047	Tel Aviv Jaffa	אין	2790000.0	apartment	120.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
2048	Tel Aviv Jaffa	התקווה	2100000.0	apartment	102.0	0.0	3.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
2049	Tel Aviv Jaffa	לב תל אביב החלק הצפוני	2420000.0	apartment	54.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
2050	Tel Aviv Jaffa	יד אליהו	3100000.0	apartment	120.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2051	Tel Aviv Jaffa	הצפון הישן החלק הדרום מזרחי	6000000.0	garden apartment	135.0	50.0	2.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
2052	Tel Aviv Jaffa	הצפון הישן החלק המרכזי	2500000.0	apartment	44.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
2053	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	11800000.0	apartment	150.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
2054	Tel Aviv Jaffa	רמת אביב ג	4890000.0	apartment	142.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
2055	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	7200000.0	apartment	132.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
2056	Tel Aviv Jaffa	הקריה	4600000.0	apartment	103.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0
2057	Tel Aviv Jaffa	הקריה	5090000.0	apartment	101.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
2058	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	3430000.0	apartment	90.0	0.0	3.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
2059	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	6500000.0	penthouse	100.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
2060	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	3410000.0	garden apartment	144.0	0.0	5.5	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
2061	Tel Aviv Jaffa	הצפון הישן החלק המרכזי	3150000.0	apartment	72.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
2062	Tel Aviv Jaffa	נוה שאנן	1880000.0	apartment	53.0	0.0	2.5	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
2063	Tel Aviv Jaffa	הצפון הישן החלק הצפוני	5550000.0	apartment	95.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
2064	Tel Aviv Jaffa	אזורי חן	6700000.0	apartment	165.0	0.0	3.5	2.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0
2065	Tel Aviv Jaffa	הקריה	10500000.0	apartment	202.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
2066	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	2650000.0	apartment	41.0	0.0	2.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
2067	Tel Aviv Jaffa	התקווה	2290000.0	apartment	82.0	0.0	3.0	2.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
2068	Tel Aviv Jaffa	הצפון הישן החלק הצפוני	5950000.0	apartment	91.0	0.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
2069	Tel Aviv Jaffa	הגוש הגדול	6300000.0	penthouse	160.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
2070	Tel Aviv Jaffa	הצפון הישן החלק המרכזי	5250000.0	apartment	84.0	0.0	3.5	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
2071	Tel Aviv Jaffa	אין	9000000.0	duplex	230.0	0.0	6.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
2072	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	3400000.0	apartment	90.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
2073	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	11500000.0	garden apartment	260.0	380.0	6.5	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0
2074	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	4300000.0	apartment	96.0	0.0	4.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
2075	Tel Aviv Jaffa	לב תל אביב החלק הדרומי	6700000.0	garden apartment	142.0	72.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
2076	Tel Aviv Jaffa	נוה שאנן	2380000.0	apartment	55.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
2077	Tel Aviv Jaffa	הצפון החדש החלק הדרומי	4750000.0	apartment	116.0	0.0	3.5	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
2078	Tel Aviv Jaffa	הצפון הישן החלק הדרום מערבי	6500000.0	apartment	115.0	0.0	4.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0
2079	Tel Aviv Jaffa	נוה אביבים	4100000.0	apartment	115.0	0.0	4.5	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0
2080	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	2250000.0	apartment	90.0	0.0	4.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2081	Tel Aviv Jaffa	נוה שאנן	3650000.0	duplex	86.0	0.0	3.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0
2082	Tel Aviv Jaffa	הגוש הגדול	7000000.0	penthouse	300.0	0.0	6.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2083	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	5385000.0	apartment	103.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
2084	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	8000000.0	apartment	135.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
2085	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	3600000.0	apartment	86.0	0.0	3.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
2086	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	3050000.0	penthouse	110.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
2087	Tel Aviv Jaffa	הדר יוסף	8800000.0	garden apartment	370.0	100.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
2088	Tel Aviv Jaffa	לב תל אביב החלק הצפוני	3920000.0	apartment	85.0	0.0	4.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
2089	Tel Aviv Jaffa	נוה שאנן	3000000.0	apartment	90.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
2090	Tel Aviv Jaffa	קרית שלום	3450000.0	garden apartment	190.0	60.0	6.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
2091	Tel Aviv Jaffa	יד אליהו	2320000.0	apartment	86.0	0.0	4.5	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
2092	Tel Aviv Jaffa	הצפון הישן החלק הצפוני	5570000.0	garden apartment	171.0	91.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2093	Tel Aviv Jaffa	הצפון הישן החלק הצפוני	3570000.0	apartment	59.0	0.0	3.5	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
2094	Tel Aviv Jaffa	יד אליהו	2450000.0	apartment	62.0	0.0	2.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
2095	Tel Aviv Jaffa	לב תל אביב החלק הצפוני	6540000.0	duplex	180.0	0.0	4.5	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0
2096	Tel Aviv Jaffa	יד אליהו	2650000.0	penthouse	202.0	0.0	6.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
2097	Tel Aviv Jaffa	הדר יוסף	5260000.0	penthouse	110.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
2098	Tel Aviv Jaffa	פלורנטין	2700000.0	garden apartment	103.0	25.0	5.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0
2099	Tel Aviv Jaffa	לב תל אביב החלק הצפוני	4175000.0	apartment	80.0	0.0	4.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
2100	Tel Aviv Jaffa	יד אליהו	3999999.0	private house	180.0	75.0	4.5	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0
2101	Tel Aviv Jaffa	הגוש הגדול	5750000.0	apartment	120.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0
2102	Tel Aviv Jaffa	אין	4490000.0	apartment	128.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
2103	Tel Aviv Jaffa	יד אליהו	4500000.0	private house	180.0	0.0	5.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0
2104	Tel Aviv Jaffa	יד אליהו	1950000.0	apartment	50.0	0.0	2.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
2105	Tel Aviv Jaffa	יד אליהו	2150000.0	apartment	100.0	0.0	4.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2106	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	5440000.0	apartment	110.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
2107	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	6000000.0	apartment	110.0	0.0	4.5	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0
2108	Tel Aviv Jaffa	פלורנטין	1900000.0	apartment	37.0	0.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
2109	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	7200000.0	penthouse	129.0	0.0	3.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
2110	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	12000000.0	apartment	162.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0
2111	Tel Aviv Jaffa	הצפון הישן החלק הדרום מערבי	5500000.0	apartment	85.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
2112	Tel Aviv Jaffa	רמת אביב ג	4900000.0	apartment	110.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0
2113	Tel Aviv Jaffa	קרית שלום	1980000.0	apartment	83.0	0.0	3.5	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2114	Tel Aviv Jaffa	יד אליהו	1850000.0	apartment	63.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2115	Tel Aviv Jaffa	קרית שלום	2590000.0	apartment	120.0	0.0	5.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
2116	Tel Aviv Jaffa	הצפון הישן החלק המרכזי	5400000.0	apartment	82.0	0.0	3.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
2117	Tel Aviv Jaffa	הצפון הישן החלק הצפוני	4281000.0	apartment	79.0	0.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
2118	Tel Aviv Jaffa	הצפון הישן החלק הצפוני	3695000.0	apartment	70.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
2119	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	2700000.0	garden apartment	50.0	10.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
2120	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	5000000.0	apartment	85.0	0.0	3.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
2121	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	3190000.0	apartment	52.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
2122	Tel Aviv Jaffa	הצפון הישן החלק המרכזי	7500000.0	apartment	160.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
2123	Tel Aviv Jaffa	התקווה	1290000.0	apartment	30.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
2124	Tel Aviv Jaffa	אין	6700000.0	apartment	125.0	0.0	5.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0
2125	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	2500000.0	apartment	55.0	0.0	2.5	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
2126	Tel Aviv Jaffa	הצפון הישן החלק הצפוני	2600000.0	apartment	54.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2127	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	7400000.0	apartment	169.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0
2128	Tel Aviv Jaffa	התקווה	2200000.0	apartment	90.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
2129	Tel Aviv Jaffa	הצפון החדש סביבת ככר המדינה	5544000.0	apartment	122.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
2130	Tel Aviv Jaffa	הגוש הגדול	4480000.0	apartment	115.0	0.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0
2131	Tel Aviv Jaffa	אזורי חן	8800000.0	penthouse	225.0	0.0	6.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
2132	Tel Aviv Jaffa	לב תל אביב החלק הדרומי	11000000.0	apartment	150.0	0.0	5.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
2133	Tel Aviv Jaffa	יד אליהו	3300000.0	garden apartment	220.0	118.0	4.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0
2134	Tel Aviv Jaffa	לב תל אביב החלק הצפוני	2450000.0	apartment	45.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
